Unnamed: 0,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,predicted_usefulness,is_useful,comments,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
68,18643974,"alpha-Zingiberene synthase (ZIS), a sesquiterpene synthase gene that was isolated from lemon basil (Ocimum basilicum L.), encodes an enzyme that catalyzes the formation of alpha-zingiberene, and other sesquiterpenes, from farnesyl diphosphate. Transgenic tomato fruits overexpressing ZIS under the control of the fruit ripening-specific tomato polygalacturonase promoter (PG) accumulated high levels of alpha-zingiberene (224-1000 ng g(-1) fresh weight) and other sesquiterpenes, such as alpha-bergamotene, 7-epi-sesquithujene, beta-bisabolene and beta-curcumene, whereas no sesquiterpenes were detected in non-transformed control fruits. The ZIS-transgenic fruits also produced monoterpenes, such as alpha-thujene, alpha-pinene, beta-phellandrene and gamma-terpinene (1-22 ng g(-1) fresh weight), which were either not detected or were found only in minute concentrations in control fruits. Recombinant ZIS overexpressed in Escherichia coli catalyzed the formation of these monoterpenes from geranyl diphosphate. As the ZIS protein apparently lacks a transit peptide, and is localized in the cytosol, the production of monoterpenes in the transgenic tomatoes suggests that a pool of geranyl diphosphate is available in the cytosol. The phenotype of the ZIS-transgenic tomatoes was the same as that for wild-type tomatoes, with regard to plant vigor and shape, but transgenic plants exhibited a small decrease in lycopene content. This study thus showed that the synthesis of both mono- and sesquiterpenes can be enhanced by the ectopic expression of a single transgene in tomato fruit, and it further demonstrated the interconnection between the pools of terpenoid precursors in the plastids and the cytosol.",The Plant journal : for cell and molecular biology,"['D019883', 'D002338', 'D003001', 'D011756', 'D004224', 'D004926', 'D005638', 'D008401', 'D005822', 'D018551', 'D000081222', 'D039821', 'D018649', 'D009822', 'D010840', 'D030821', 'D011106', 'D018749', 'D012717', 'D014170']","['Alkyl and Aryl Transferases', 'Carotenoids', 'Cloning, Molecular', 'Diphosphates', 'Diterpenes', 'Escherichia coli', 'Fruit', 'Gas Chromatography-Mass Spectrometry', 'Genetic Vectors', 'Lycopersicon esculentum', 'Monocyclic Sesquiterpenes', 'Monoterpenes', 'Ocimum basilicum', 'Oils, Volatile', 'Phytosterols', 'Plants, Genetically Modified', 'Polyisoprenyl Phosphates', 'RNA, Plant', 'Sesquiterpenes', 'Transformation, Genetic']",Overexpression of the lemon basil alpha-zingiberene synthase gene increases both mono- and sesquiterpene contents in tomato fruit.,"['Q000235', 'Q000378', None, 'Q000378', 'Q000378', 'Q000201', 'Q000201', None, None, 'Q000201', None, 'Q000378', 'Q000201', 'Q000378', 'Q000378', 'Q000201', 'Q000378', 'Q000235', 'Q000378', None]","['genetics', 'metabolism', None, 'metabolism', 'metabolism', 'enzymology', 'enzymology', None, None, 'enzymology', None, 'metabolism', 'enzymology', 'metabolism', 'metabolism', 'enzymology', 'metabolism', 'genetics', 'metabolism', None]",https://www.ncbi.nlm.nih.gov/pubmed/18643974,2008,1,0,qualitative only,basil,0.20253164556962025,"['PG', 'diphosphate', 'alpha-bergamotene, 7-epi-sesquithujene, beta-bisabolene', 'beta-phellandrene', 'geranyl diphosphate', 'lycopene', 'monoterpenes', 'alpha-thujene', 'tomatoes', 'alpha-zingiberene', 'alpha-pinene']",1,16
70,18492147,"The aim of this study was to evaluate the efficacy of Thai basil oils and their micro-emulsions, on in vitro activity against Propionibacterium acnes. An agar disc diffusion method was employed for screening antimicrobial activity of the essential oils of Ocimum basilicum L. (sweet basil), Ocimum sanctum L. (holy basil) and Ocimum americanum L. (hoary basil) against P. acnes. Minimum inhibitory concentration (MIC) values of the basil oils were determined using an agar dilution assay. The obtained results indicated that the MIC values of sweet basil and holy basil oils were 2.0% and 3.0% v/v, respectively, whereas hoary basil oil did not show activity against P. acnes at the highest concentration tested (5.0% v/v). Gas chromatography-mass spectrometry analysis revealed that methyl chavicol (93.0%) was the major compound in sweet basil oil, and eugenol (41.5%), gamma-caryophyllene (23.7%) and methyl eugenol (11.8%) were major compounds in holy basil oil. Hoary basil oil contained high amounts of geraniol (32.0%) and neral (27.2%) and small amounts of methyl chavicol (0.8%). The Oil-in-water (o/w) micro-emulsions of individual basil oils with concentrations corresponding to their MIC values were formulated. The stable o/w micro-emulsion system for basil oil consisted of 55.0% v/v water phase, 10.0% v/v oil phase (2.0 or 3.0% v/v sweet basil or 3.0% v/v holy basil oil plus 7.0% v/v isopropyl myristate), 29.2% v/v polysorbate 80 and 5.8% v/v 1,2-propylene glycol. Hydroxyethylcellulose at a concentration of 0.5% w/v was used as thickening agent. According to the disc diffusion assay, the formulations containing sweet basil oil exhibited higher activity against P. acnes than those containing holy basil oil, and the thickened formulations tended to give a lower activity against P. acnes than the non-thickened formulations. The prepared micro-emulsions were stable after being tested by a heat-cool cycling method for five cycles. These findings indicate the possibility to use Thai sweet and holy basil oil in suitable formulations for acne skin care.",International journal of cosmetic science,[],[],Evaluation of in vitro antimicrobial activity of Thai basil oils and their micro-emulsion formulas against Propionibacterium acnes.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/18492147,2010,1,1,Essential oil,basil,0.16853932584269662,"['v/v isopropyl myristate', 'v/v sweet basil', 'methyl chavicol', 'Hoary basil', 'basil oils', 'sweet basil', 'eugenol', 'geraniol', 'gamma-caryophyllene', 'methyl eugenol', 'Ocimum sanctum', 'neral', 'Propionibacterium', 'Ocimum basilicum L. (sweet basil']",1,15
80,14693447,"Polysaccharides bound to bacteria or in isolated form have been shown to bind heavy metals. A limitation of this technology can be overcome by immobilization. In view of this Ocimum basilicum seeds which swell upon wetting could serve as natural immobilized source of agriculturally-based polysaccharides. The seeds consist of an inner hard core and a pectinous fibrillar outer layer. Pretreating the seeds with acid, alkali, periodate or boiling in water was found to alter the metal binding capacity. Of the various treatments given, seeds boiled in water were found to be superior in terms of mechanical stability and exhibited fairly optimal Cr(VI) uptake kinetics. The maximum adsorption capacity as calculated from the Langmuir isotherm was 205 mg Cr/g dry seeds. Biosorption of Cr(VI) was found to be pH dependent with maximum uptake at pH 1.5 wherein sorption was not affected by the presence of other metal ions such as Cd(2+), Cu(2+), Ca(2+) and Na(+). Seeds were used in a packed bed reactor for the continuous removal of Cr(VI). Thus O. basilicum seeds may have application as a potential bioresource in tropical countries such as India where they are widely available.",Bioresource technology,"['D000269', 'D000327', 'D001673', 'D002857', 'D006863', 'D007194', 'D018649', 'D011134', 'D012639', 'D013053', 'D014874']","['Adhesives', 'Adsorption', 'Biodegradation, Environmental', 'Chromium', 'Hydrogen-Ion Concentration', 'India', 'Ocimum basilicum', 'Polysaccharides', 'Seeds', 'Spectrophotometry', 'Water Pollutants, Chemical']",Removal of chromium by mucilaginous seeds of Ocimum basilicum.,"[None, None, None, 'Q000493', None, None, 'Q000378', 'Q000378', 'Q000378', None, 'Q000493']","[None, None, None, 'pharmacokinetics', None, None, 'metabolism', 'metabolism', 'metabolism', None, 'pharmacokinetics']",https://www.ncbi.nlm.nih.gov/pubmed/14693447,2004,1,0,spiked,basil,0.046875,"['periodate', 'acid', 'Na(+']",1,3
81,12943769,"A survey of leaf surface constituents in the family Lamiaceae using HPLC with diode array detection revealed the presence of two characteristic phenolic compounds in many species. The distribution of these phenolics in the Lamiaceae was found to be of taxonomic significance, as they were present in the great majority of species investigated for the subfamily Nepetoideae, including representatives of the well-known genera of culinary herbs, mint, rosemary, sage, thyme and basil. In contrast, they were absent from species of the other subfamilies of Lamiaceae studied and from the related families Verbenaceae, Scrophulariaceae, Acanthaceae and Buddlejaceae. The compounds were isolated from Plectranthus crassus and identified by NMR spectroscopy as the known caffeic acid esters (Z,E)-[2-(3,5-dihydroxyphenyl)ethenyl] 3-(3,4-dihydroxyphenyl)-2-propenoate and (Z,E)-[2-(3,4-dihydroxyphenyl)ethenyl] 3-(3,4-dihydroxyphenyl)-2-propenoate, for which the trivial names nepetoidins A and B are proposed. The presence of this pair of caffeic acid esters adds another character to the chemical, palynological and embryological features distinguishing the Nepetoideae from the other subfamilies of Lamiaceae and related families, and supports the view that the Nepetoideae are a specialised and monophyletic group within the family. Nepetoidin B was shown to have a greater antioxidant activity than gallic, rosmarinic and caffeic acids, and showed activity as an insect phagostimulant. Both compounds were antifungal.",Phytochemistry,"['D000818', 'D000935', 'D001234', 'D002109', 'D004305', 'D004463', 'D004952', 'D005247', 'D016166', 'D019686', 'D007814', 'D009682', 'D011058', 'D013056', 'D018411']","['Animals', 'Antifungal Agents', 'Aspergillus niger', 'Caffeic Acids', 'Dose-Response Relationship, Drug', 'Ecology', 'Esters', 'Feeding Behavior', 'Free Radical Scavengers', 'Lamiaceae', 'Larva', 'Magnetic Resonance Spectroscopy', 'Pollen', 'Spectrophotometry, Ultraviolet', 'Spodoptera']","The chemotaxonomic significance of two bioactive caffeic acid esters, nepetoidins A and B, in the Lamiaceae.","[None, 'Q000737', 'Q000187', 'Q000302', None, None, 'Q000302', 'Q000187', 'Q000737', 'Q000145', 'Q000187', None, 'Q000737', None, 'Q000187']","[None, 'chemistry', 'drug effects', 'isolation & purification', None, None, 'isolation & purification', 'drug effects', 'chemistry', 'classification', 'drug effects', None, 'chemistry', None, 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/12943769,2004,1,0,qualitative only,basil,0.2,"['Lamiaceae', 'Scrophulariaceae', 'Acanthaceae', 'caffeic acids', 'rosemary', 'Nepetoidin B', 'gallic', 'Nepetoideae', 'caffeic acid esters', 'nepetoidins']",1,14
82,12769527,"Basil (Ocimum basilicum L.) leaves were dried using a microwave oven at atmospheric pressure or two traditional methods: air-drying at 50 degrees C and freeze-drying. The microwave-drying was carried out at different powers and times on raw basil leaves, while for air and freeze-drying techniques, both raw and blanched leaves were used. The raw and dried basil was analyzed for selected aroma compounds by gas chromatography/mass spectrometry-selected-ion-monitoring, the chlorophyll a and b by HPLC and the color by a reflected-light colorimeter. For dried samples microwaved for 1 min at 270, 2 min at 440, 1 min at 650, and 1 min at 1100 W, the percentage retentions of the characteristic volatile compounds (eucalyptol, linalool, eugenol, and methyl eugenol) were higher than in the samples dried by traditional methods, with the exception of freeze-dried unblenched basil. Microwave drying allowed a larger retention of chlorophyll pigments than air-drying and freeze-drying (with or without blanching) and preserved the color of the raw basil. Microwave drying requires a much shorter treatment and implied the simultaneous blanching of the material.",Journal of agricultural and food chemistry,"['D002734', 'D002851', 'D003890', 'D005511', 'D005612', 'D008401', 'D006358', 'D008872', 'D018649', 'D010858', 'D018515', 'D014835']","['Chlorophyll', 'Chromatography, High Pressure Liquid', 'Desiccation', 'Food Handling', 'Freeze Drying', 'Gas Chromatography-Mass Spectrometry', 'Hot Temperature', 'Microwaves', 'Ocimum basilicum', 'Pigmentation', 'Plant Leaves', 'Volatilization']",Changes in the chemical composition of basil caused by different drying procedures.,"['Q000032', None, 'Q000379', 'Q000379', None, None, None, None, 'Q000737', None, None, None]","['analysis', None, 'methods', 'methods', None, None, None, None, 'chemistry', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/12769527,2003,1,1,fragrance,basil,0.11538461538461539,"['chlorophyll pigments', 'eugenol', 'eucalyptol', 'methyl eugenol', 'chlorophyll', 'linalool']",1,6
84,12670169,"Sweet basil (Ocimum basilicum L.) is an herb that is used to add a distinct aroma and flavor to food. Volatile compounds emitted from fully expanded fresh leaves grown in drip-irrigated plots that were covered with six colors of mulch were compared. The colors reflected a range of photosynthetic photon flux, far-red, red, and blue light from the soil surface to developing leaves. Our objective was to determine whether reflection from the different colors could influence concentrations of volatile compounds emitted from the fresh leaves. Volatile compounds were isolated by headspace sampling and quantified by gas chromatography. Twenty-six compounds were identified, of which the terpenoids linalool and 1,8-cineole comprised more than 50% of the total yield. Concentrations of volatile compounds from leaves that developed over green, blue, yellow, white, and red mulches followed the same patterns as they did for air-dried leaves of the same cultivar. However, the concentration of volatile compounds from fresh leaves was about 50-fold higher than those found in the previous study of air-dried leaves.",Journal of agricultural and food chemistry,"['D000080462', 'D002849', 'D003116', 'D003511', 'D000077591', 'D008027', 'D039821', 'D018649', 'D009812', 'D018515', 'D013729', 'D014835']","['Acyclic Monoterpenes', 'Chromatography, Gas', 'Color', 'Cyclohexanols', 'Eucalyptol', 'Light', 'Monoterpenes', 'Ocimum basilicum', 'Odorants', 'Plant Leaves', 'Terpenes', 'Volatilization']",Aroma content of fresh basil (Ocimum basilicum L.) leaves is affected by light reflected from colored mulches.,"[None, None, None, 'Q000032', None, None, 'Q000032', 'Q000737', 'Q000032', 'Q000737', 'Q000032', None]","[None, None, None, 'analysis', None, None, 'analysis', 'chemistry', 'analysis', 'chemistry', 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/12670169,2003,1,1,fragrance,basil,0.07547169811320754,"['green, blue', 'terpenoids linalool', 'headspace', '1,8-cineole']",1,4
85,12568551,"Nine spice and aromatic herb samples (i.e., basil, bird pepper, black pepper, cinnamon, nutmeg, oregano, parsley, rosemary, and sage) were gamma-irradiated at a dose of 10 kGy according to commercial practices. The effects of the disinfection treatment on the content of organic radicals and some nutrients (namely, vitamin C and carotenoids) in the samples were investigated by chromatographic and spectroscopic techniques. Irradiation resulted in a general increase of quinone radical content in all of the investigated samples, as revealed by electron paramagnetic resonance spectroscopy. The fate of these radicals after storage for 3 months was also investigated. The cellulose radical was clearly observed in a few samples. Significant losses of total ascorbate were found for black pepper, cinnamon, nutmeg, oregano, and sage, whereas a significant decrease of carotenoids content was observed for cinnamon, oregano, parsley, rosemary, bird pepper, and sage.",Journal of agricultural and food chemistry,"['D000975', 'D001205', 'D002338', 'D002935', 'D004578', 'D005609', 'D005720', 'D019686', 'D026323', 'D018649', 'D031341', 'D028528', 'D029222', 'D011809', 'D027542', 'D027543', 'D013050', 'D017365']","['Antioxidants', 'Ascorbic Acid', 'Carotenoids', 'Cinnamomum zeylanicum', 'Electron Spin Resonance Spectroscopy', 'Free Radicals', 'Gamma Rays', 'Lamiaceae', 'Myristica', 'Ocimum basilicum', 'Origanum', 'Petroselinum', 'Piper nigrum', 'Quinones', 'Rosmarinus', 'Salvia officinalis', 'Spectrometry, Fluorescence', 'Spices']",Effects of gamma-irradiation on the free radical and antioxidant contents in nine aromatic herbs and spices.,"['Q000032', 'Q000032', 'Q000032', 'Q000737', None, 'Q000032', None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000032', 'Q000737', 'Q000737', None, 'Q000032']","['analysis', 'analysis', 'analysis', 'chemistry', None, 'analysis', None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'analysis', 'chemistry', 'chemistry', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/12568551,2003,1,1,ascorbic acid,basil,0.24561403508771928,"['oregano', 'ascorbate', 'vitamin C', 'aromatic herb', 'nutmeg', 'carotenoids', 'cinnamon', 'quinone']",1,14
88,11170620,"Ocimum basilicum cv. Genovese Gigante is the basil cultivar used the most in the production of a typical Italian sauce called pesto. The aromatic composition of plants at different growth stages was determined. Plants from different areas of northwestern Italy were analyzed at 4 and 6 weeks after sowing and showed methyleugenol and eugenol as the main components. The content of these compounds was correlated with plant height rather than plant age. Particularly, methyleugenol was predominant in plants up to 10 cm in height, whereas eugenol was prevalent in taller plants. These results are important in the evaluation of risk to human health posed by dietary ingestion of methyleugenol contained in pesto.",Journal of agricultural and food chemistry,"['D002273', 'D005054', 'D005506', 'D008401', 'D007558', 'D018649']","['Carcinogens', 'Eugenol', 'Food Contamination', 'Gas Chromatography-Mass Spectrometry', 'Italy', 'Ocimum basilicum']",Methyleugenol in Ocimum basilicum L. Cv. genovese gigante.,"['Q000032', 'Q000009', None, None, None, 'Q000737']","['analysis', 'adverse effects', None, None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/11170620,2001,1,1,Phenylpropanoids,basil,0.15384615384615385,"['eugenol', 'methyleugenol', 'Ocimum basilicum']",1,6
0,32089291,"This study focuses on the health benefits of several fresh herbs that are commonly used in the Mediterranean diet. Antioxidant activity, phytosterol content and α-amylase inhibitory activity of fresh basil, lavender, oregano, rosemary, sage, and thyme are analyzed and compared. High-performance thin-layer chromatography (HPTLC) combined with effect directed analysis was used to detect and quantify biological active compounds on chromatograms. The highest antioxidant activity was measured in the extract from oregano leaf, while the highest terpenoid content was in basil leaf extract. All extracts except lavender leaf and lavender flower extracts showed α-amylase inhibition. The same compound at hR",Journal of chromatography. A,[],[],Bioassay-guided identification of α-amylase inhibitors in herbal extracts.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/32089291,2020,0,0,"Antioxidant activity, phytosterol content and α-amylase inhibitory activity",basil,0.15,"['phytosterol', 'oregano', 'HPTLC', 'rosemary', 'basil leaf extract', 'oregano leaf']",1,6
1,31679077,"Essential oils of Ocimum basilicum (L.), Achillea fragrantissima (Forssk.) and Achillea santolina (L.) were obtained by hydrodistillation and analyzed using gas chromatography (GC) and GC/mass spectrometry (MS). Oil-in-water nanoemulsions (10% active ingredient) were prepared through a high-energy (ultrasonication) emulsification process. Nanoemulsions were characterized by viscosity, pH, thermodynamic stability, droplet size, polydispersity index (PDI) and scanning electron microscopy (SEM) measurements. The plant oils and their nanoemulsions showed considerable acaricidal activity against the mold mite, Tyrophagus putrescentiae (Schrank) (Sarcoptiformes: Acaridae). In a contact toxicity bioassay and 48 h post treatment, O. basilicum oil was the most toxic, followed by A. fragrantissima and A. santolina, where LC",Experimental & applied acarology,[],[],"Chemical profile, characterization and acaricidal activity of essential oils of three plant species and their nanoemulsions against Tyrophagus putrescentiae, a stored-food mite.",[],[],https://www.ncbi.nlm.nih.gov/pubmed/31679077,2020,0,1,Essential oil,basil,0.0425531914893617,"['Ocimum basilicum', 'Achillea santolina']",1,2
2,31241395,"Plant extracts are gaining more attention as therapeutic agents against inflammation. In this study, four different widely used herbals were selected, such as holy basil leaf, sesame seed, long pepper, and cubeb pepper. We have evaluated the anti-inflammatory action of an aqueous extract from these herbs and tested their effects on monocyte-derived macrophages (MDMs). MDMs were pre-treated with these extracts individually for 2 h, followed by lipopolysaccharide (LPS) stimulation for 24 h and pro-inflammatory gene expression was analyzed. Also, we studied the effect of these extracts on the oxidation of low-density lipoprotein (LDL) by enzymatic (Myeloperoxidase) and non-enzymatic (copper) reactions. All extracts attenuated LPS-induced inflammation and also were able to inhibit the oxidation of LDL. These beneficial actions of extracts led us to identify molecules present in the extracts. A liquid chromatography-high resolution mass spectrometric analysis was performed to identify the chemical composition of extracts. Wide range of molecules were identified across all the extracts, short-chain organic acids, phenolic acids and derivatives, piperine and its structural homologues, eugenol, rosmarinic acid, flavonoids and their glucosides, and others. This study opens a door for future studies on non-pharmacological natural therapeutics that will be useful for consumers and producers, as well as industries utilizing bioactive compounds.",Journal of medicinal food,"['D000893', 'D002460', 'D004353', 'D005419', 'D006801', 'D007249', 'D008264', 'D018649', 'D031701', 'D010936', 'D010946', 'D031685']","['Anti-Inflammatory Agents', 'Cell Line', 'Drug Evaluation, Preclinical', 'Flavonoids', 'Humans', 'Inflammation', 'Macrophages', 'Ocimum basilicum', 'Piper', 'Plant Extracts', 'Plants, Medicinal', 'Sesamum']",Evaluation of Anti-Inflammatory Properties of Herbal Aqueous Extracts and Their Chemical Characterization.,"['Q000737', None, None, 'Q000737', None, 'Q000188', 'Q000187', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737']","['chemistry', None, None, 'chemistry', None, 'drug therapy', 'drug effects', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/31241395,2020,0,1,chemical composition of extracts,basil,0.14925373134328357,"['copper', 'aqueous extract', 'lipopolysaccharide', 'phenolic acids', 'flavonoids', 'eugenol', 'piperine', 'acids', 'rosmarinic acid', 'sesame seed']",1,10
3,31227024,"There is increasing interest in the pharmaceutical and food industries to substitute synthetic chemicals with naturally occurring compounds possessing bioactive properties. Plants are valuable sources of bioactive compounds. The present study investigates the chemical composition and antioxidant, antimicrobial, and anticancer activities of ethanolic extracts (EEs) and essential oils (EOs) from two species in the Lamiaceae family, Ocimum basilicum L. and Thymus algeriensis Boiss. & Reut., cultivated in the Algerian Saharan Atlas.",BMC complementary and alternative medicine,"['D000462', 'D000890', 'D000970', 'D000975', 'D001419', 'D045744', 'D002470', 'D002851', 'D005658', 'D006801', 'D018649', 'D009822', 'D019800', 'D010938', 'D046930']","['Algeria', 'Anti-Infective Agents', 'Antineoplastic Agents', 'Antioxidants', 'Bacteria', 'Cell Line, Tumor', 'Cell Survival', 'Chromatography, High Pressure Liquid', 'Fungi', 'Humans', 'Ocimum basilicum', 'Oils, Volatile', 'Phenol', 'Plant Oils', 'Thymus Plant']",Chemical composition and bioactivity of essential oils and Ethanolic extracts of Ocimum basilicum L. and Thymus algeriensis Boiss. & Reut. from the Algerian Saharan Atlas.,"[None, 'Q000737', 'Q000737', 'Q000737', 'Q000187', None, None, None, 'Q000187', None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737']","[None, 'chemistry', 'chemistry', 'chemistry', 'drug effects', None, None, None, 'drug effects', None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/31227024,2019,0,1,Essential oil,basil,0.034482758620689655,['Saharan'],1,1
